Depot A 1 traded 1 product A for 14$. New balance is 119, stock remaining is 34
Depot B 8 traded 1 product B for 12$. New balance is 145, stock remaining is 15
Depot B 9 traded 1 product B for 2$. New balance is 95, stock remaining is 38
Depot B 9 traded 1 product B for 2$. New balance is 97, stock remaining is 37
Depot B 9 traded 1 product B for 2$. New balance is 99, stock remaining is 36
Depot B 9 traded 1 product B for 2$. New balance is 101, stock remaining is 35
Depot B 9 traded 1 product B for 2$. New balance is 103, stock remaining is 34
Depot B 9 traded 1 product B for 2$. New balance is 105, stock remaining is 33
Depot B 9 traded 1 product B for 2$. New balance is 107, stock remaining is 32
Depot B 9 traded 1 product B for 2$. New balance is 109, stock remaining is 31
Depot B 9 traded 1 product B for 2$. New balance is 111, stock remaining is 30
Depot B 9 traded 1 product B for 2$. New balance is 113, stock remaining is 29
Depot B 9 traded 1 product B for 2$. New balance is 115, stock remaining is 28
Depot B 9 traded 1 product B for 2$. New balance is 117, stock remaining is 27
Depot B 9 traded 1 product B for 2$. New balance is 119, stock remaining is 26
Depot B 9 traded 1 product B for 2$. New balance is 121, stock remaining is 25
Depot B 9 traded 1 product B for 2$. New balance is 123, stock remaining is 24
Depot B 9 traded 1 product B for 2$. New balance is 125, stock remaining is 23
Depot B 9 traded 1 product B for 2$. New balance is 127, stock remaining is 22
Depot B 9 traded 1 product B for 2$. New balance is 129, stock remaining is 21
Depot B 9 traded 1 product B for 2$. New balance is 131, stock remaining is 20
Depot B 9 traded 1 product B for 2$. New balance is 133, stock remaining is 19
Depot B 9 traded 1 product B for 2$. New balance is 135, stock remaining is 18
Depot B 9 traded 1 product B for 2$. New balance is 137, stock remaining is 17
Depot B 9 traded 1 product B for 2$. New balance is 139, stock remaining is 16
Depot B 9 traded 1 product B for 2$. New balance is 141, stock remaining is 15
Depot B 10 traded 1 product B for 20$. New balance is 119, stock remaining is 31
Depot B 10 traded 1 product B for 20$. New balance is 139, stock remaining is 30
Depot B 10 traded 1 product B for 20$. New balance is 159, stock remaining is 29
Depot B 10 traded 1 product B for 20$. New balance is 179, stock remaining is 28
Depot B 10 traded 1 product B for 20$. New balance is 199, stock remaining is 27
Depot B 10 traded 1 product B for 20$. New balance is 219, stock remaining is 26
Depot B 10 traded 1 product B for 20$. New balance is 239, stock remaining is 25
Depot B 10 traded 1 product B for 20$. New balance is 259, stock remaining is 24
Depot B 10 traded 1 product B for 20$. New balance is 279, stock remaining is 23
Depot B 10 traded 1 product B for 20$. New balance is 299, stock remaining is 22
Depot B 10 traded 1 product B for 20$. New balance is 319, stock remaining is 21
Depot B 10 traded 1 product B for 20$. New balance is 339, stock remaining is 20
Depot B 10 traded 1 product B for 20$. New balance is 359, stock remaining is 19
Depot B 10 traded 1 product B for 20$. New balance is 379, stock remaining is 18
Depot B 10 traded 1 product B for 20$. New balance is 399, stock remaining is 17
Depot B 10 traded 1 product B for 20$. New balance is 419, stock remaining is 16
Depot B 10 traded 1 product B for 20$. New balance is 439, stock remaining is 15
Depot B 11 traded 1 product B for 14$. New balance is 111, stock remaining is 19
Depot B 11 traded 1 product B for 14$. New balance is 125, stock remaining is 18
Depot B 11 traded 1 product B for 14$. New balance is 139, stock remaining is 17
Depot B 11 traded 1 product B for 14$. New balance is 153, stock remaining is 16
Depot B 11 traded 1 product B for 14$. New balance is 167, stock remaining is 15
Depot B 12 traded 1 product B for 8$. New balance is 95, stock remaining is 33
Depot B 12 traded 1 product B for 8$. New balance is 103, stock remaining is 32
Depot B 12 traded 1 product B for 8$. New balance is 111, stock remaining is 31
Depot B 12 traded 1 product B for 8$. New balance is 119, stock remaining is 30
Depot B 12 traded 1 product B for 8$. New balance is 127, stock remaining is 29
Depot B 12 traded 1 product B for 8$. New balance is 135, stock remaining is 28
Depot B 12 traded 1 product B for 8$. New balance is 143, stock remaining is 27
Depot B 12 traded 1 product B for 8$. New balance is 151, stock remaining is 26
Depot B 12 traded 1 product B for 8$. New balance is 159, stock remaining is 25
Depot B 12 traded 1 product B for 8$. New balance is 167, stock remaining is 24
Depot B 12 traded 1 product B for 8$. New balance is 175, stock remaining is 23
Depot B 12 traded 1 product B for 8$. New balance is 183, stock remaining is 22
Depot B 12 traded 1 product B for 8$. New balance is 191, stock remaining is 21
Depot B 12 traded 1 product B for 8$. New balance is 199, stock remaining is 20
Depot B 12 traded 1 product B for 8$. New balance is 207, stock remaining is 19
Depot B 12 traded 1 product B for 8$. New balance is 215, stock remaining is 18
Depot B 12 traded 1 product B for 8$. New balance is 223, stock remaining is 17
Depot B 12 traded 1 product B for 8$. New balance is 231, stock remaining is 16
Depot B 12 traded 1 product B for 8$. New balance is 239, stock remaining is 15
Depot B 13 traded 1 product B for 6$. New balance is 69, stock remaining is 25
Depot B 13 traded 1 product B for 6$. New balance is 75, stock remaining is 24
Depot B 13 traded 1 product B for 6$. New balance is 81, stock remaining is 23
Depot B 13 traded 1 product B for 6$. New balance is 87, stock remaining is 22
Depot B 13 traded 1 product B for 6$. New balance is 93, stock remaining is 21
Depot B 13 traded 1 product B for 6$. New balance is 99, stock remaining is 20
Depot B 13 traded 1 product B for 6$. New balance is 105, stock remaining is 19
Depot B 13 traded 1 product B for 6$. New balance is 111, stock remaining is 18
Depot B 13 traded 1 product B for 6$. New balance is 117, stock remaining is 17
Depot B 13 traded 1 product B for 6$. New balance is 123, stock remaining is 16
Depot B 13 traded 1 product B for 6$. New balance is 129, stock remaining is 15
Depot B 14 traded 1 product B for 14$. New balance is 75, stock remaining is 23
Depot B 14 traded 1 product B for 14$. New balance is 89, stock remaining is 22
Depot B 14 traded 1 product B for 14$. New balance is 103, stock remaining is 21
Depot B 14 traded 1 product B for 14$. New balance is 117, stock remaining is 20
Depot B 14 traded 1 product B for 14$. New balance is 131, stock remaining is 19
Depot B 14 traded 1 product B for 14$. New balance is 145, stock remaining is 18
Depot B 14 traded 1 product B for 14$. New balance is 159, stock remaining is 17
Depot B 14 traded 1 product B for 14$. New balance is 173, stock remaining is 16
Depot B 14 traded 1 product B for 14$. New balance is 187, stock remaining is 15
Depot B 15 traded 1 product B for 10$. New balance is 89, stock remaining is 15
Depot B 19 traded 1 product B for 8$. New balance is 84, stock remaining is 25
Depot B 19 traded 1 product B for 8$. New balance is 92, stock remaining is 24
Depot B 19 traded 1 product B for 8$. New balance is 100, stock remaining is 23
Depot B 19 traded 1 product B for 8$. New balance is 108, stock remaining is 22
Depot B 19 traded 1 product B for 8$. New balance is 116, stock remaining is 21
Depot B 19 traded 1 product B for 8$. New balance is 124, stock remaining is 20
Depot B 19 traded 1 product B for 8$. New balance is 132, stock remaining is 19
Depot B 19 traded 1 product B for 8$. New balance is 140, stock remaining is 18
Depot B 19 traded 1 product B for 8$. New balance is 148, stock remaining is 17
Depot B 19 traded 1 product B for 8$. New balance is 156, stock remaining is 16
Depot B 19 traded 1 product B for 8$. New balance is 164, stock remaining is 15
Depot B 21 traded 1 product B for 20$. New balance is 85, stock remaining is 39
Depot B 21 traded 1 product B for 20$. New balance is 105, stock remaining is 38
Depot B 21 traded 1 product B for 20$. New balance is 125, stock remaining is 37
Depot B 21 traded 1 product B for 20$. New balance is 145, stock remaining is 36
Depot B 21 traded 1 product B for 20$. New balance is 165, stock remaining is 35
Depot B 21 traded 1 product B for 20$. New balance is 185, stock remaining is 34
Depot B 21 traded 1 product B for 20$. New balance is 205, stock remaining is 33
Depot B 21 traded 1 product B for 20$. New balance is 225, stock remaining is 32
Depot B 21 traded 1 product B for 20$. New balance is 245, stock remaining is 31
Depot B 21 traded 1 product B for 20$. New balance is 265, stock remaining is 30
Depot B 21 traded 1 product B for 20$. New balance is 285, stock remaining is 29
Depot B 21 traded 1 product B for 20$. New balance is 305, stock remaining is 28
Depot B 21 traded 1 product B for 20$. New balance is 325, stock remaining is 27
Depot B 21 traded 1 product B for 20$. New balance is 345, stock remaining is 26
Depot B 21 traded 1 product B for 20$. New balance is 365, stock remaining is 25
Depot B 21 traded 1 product B for 20$. New balance is 385, stock remaining is 24
Depot B 21 traded 1 product B for 20$. New balance is 405, stock remaining is 23
Depot B 21 traded 1 product B for 20$. New balance is 425, stock remaining is 22
Depot B 21 traded 1 product B for 20$. New balance is 445, stock remaining is 21
Depot B 21 traded 1 product B for 20$. New balance is 465, stock remaining is 20
Depot B 21 traded 1 product B for 20$. New balance is 485, stock remaining is 19
Depot B 21 traded 1 product B for 20$. New balance is 505, stock remaining is 18
Depot B 21 traded 1 product B for 20$. New balance is 525, stock remaining is 17
Depot B 21 traded 1 product B for 20$. New balance is 545, stock remaining is 16
Depot B 21 traded 1 product B for 20$. New balance is 565, stock remaining is 15
Depot B 22 traded 1 product B for 16$. New balance is 97, stock remaining is 37
Depot B 22 traded 1 product B for 16$. New balance is 113, stock remaining is 36
Depot B 22 traded 1 product B for 16$. New balance is 129, stock remaining is 35
Depot B 22 traded 1 product B for 16$. New balance is 145, stock remaining is 34
Depot B 22 traded 1 product B for 16$. New balance is 161, stock remaining is 33
Depot B 22 traded 1 product B for 16$. New balance is 177, stock remaining is 32
Depot B 22 traded 1 product B for 16$. New balance is 193, stock remaining is 31
Depot B 22 traded 1 product B for 16$. New balance is 209, stock remaining is 30
Depot B 22 traded 1 product B for 16$. New balance is 225, stock remaining is 29
Depot B 22 traded 1 product B for 16$. New balance is 241, stock remaining is 28
Depot B 22 traded 1 product B for 16$. New balance is 257, stock remaining is 27
Depot B 22 traded 1 product B for 16$. New balance is 273, stock remaining is 26
Depot B 22 traded 1 product B for 16$. New balance is 289, stock remaining is 25
Depot B 22 traded 1 product B for 16$. New balance is 305, stock remaining is 24
Depot B 22 traded 1 product B for 16$. New balance is 321, stock remaining is 23
Depot B 22 traded 1 product B for 16$. New balance is 337, stock remaining is 22
Depot B 22 traded 1 product B for 16$. New balance is 353, stock remaining is 21
Depot B 22 traded 1 product B for 16$. New balance is 369, stock remaining is 20
Depot B 22 traded 1 product B for 16$. New balance is 385, stock remaining is 19
Depot B 22 traded 1 product B for 16$. New balance is 401, stock remaining is 18
Depot B 22 traded 1 product B for 16$. New balance is 417, stock remaining is 17
Depot B 22 traded 1 product B for 16$. New balance is 433, stock remaining is 16
Depot B 22 traded 1 product B for 16$. New balance is 449, stock remaining is 15
Depot B 23 traded 1 product B for 12$. New balance is 104, stock remaining is 19
Depot B 23 traded 1 product B for 12$. New balance is 116, stock remaining is 18
Depot B 23 traded 1 product B for 12$. New balance is 128, stock remaining is 17
Depot B 23 traded 1 product B for 12$. New balance is 140, stock remaining is 16
Depot B 23 traded 1 product B for 12$. New balance is 152, stock remaining is 15
Depot B 25 traded 1 product B for 2$. New balance is 98, stock remaining is 28
Depot B 25 traded 1 product B for 2$. New balance is 100, stock remaining is 27
Depot B 25 traded 1 product B for 2$. New balance is 102, stock remaining is 26
Depot B 25 traded 1 product B for 2$. New balance is 104, stock remaining is 25
Depot B 25 traded 1 product B for 2$. New balance is 106, stock remaining is 24
Depot B 25 traded 1 product B for 2$. New balance is 108, stock remaining is 23
Depot B 25 traded 1 product B for 2$. New balance is 110, stock remaining is 22
Depot B 25 traded 1 product B for 2$. New balance is 112, stock remaining is 21
Depot B 25 traded 1 product B for 2$. New balance is 114, stock remaining is 20
Depot B 25 traded 1 product B for 2$. New balance is 116, stock remaining is 19
Depot B 25 traded 1 product B for 2$. New balance is 118, stock remaining is 18
Depot B 25 traded 1 product B for 2$. New balance is 120, stock remaining is 17
Depot B 25 traded 1 product B for 2$. New balance is 122, stock remaining is 16
Depot B 25 traded 1 product B for 2$. New balance is 124, stock remaining is 15
Depot B 26 traded 1 product B for 12$. New balance is 105, stock remaining is 24
Depot B 26 traded 1 product B for 12$. New balance is 117, stock remaining is 23
Depot B 26 traded 1 product B for 12$. New balance is 129, stock remaining is 22
Depot B 26 traded 1 product B for 12$. New balance is 141, stock remaining is 21
Depot B 26 traded 1 product B for 12$. New balance is 153, stock remaining is 20
Depot B 26 traded 1 product B for 12$. New balance is 165, stock remaining is 19
Depot B 26 traded 1 product B for 12$. New balance is 177, stock remaining is 18
Depot B 26 traded 1 product B for 12$. New balance is 189, stock remaining is 17
Depot B 26 traded 1 product B for 12$. New balance is 201, stock remaining is 16
Depot B 26 traded 1 product B for 12$. New balance is 213, stock remaining is 15
Depot B 27 traded 1 product B for 2$. New balance is 91, stock remaining is 23
Depot B 27 traded 1 product B for 2$. New balance is 93, stock remaining is 22
Depot B 27 traded 1 product B for 2$. New balance is 95, stock remaining is 21
Depot B 27 traded 1 product B for 2$. New balance is 97, stock remaining is 20
Depot B 27 traded 1 product B for 2$. New balance is 99, stock remaining is 19
Depot B 27 traded 1 product B for 2$. New balance is 101, stock remaining is 18
Depot B 27 traded 1 product B for 2$. New balance is 103, stock remaining is 17
Depot B 27 traded 1 product B for 2$. New balance is 105, stock remaining is 16
Depot B 27 traded 1 product B for 2$. New balance is 107, stock remaining is 15
Depot B 28 traded 1 product B for 16$. New balance is 85, stock remaining is 29
Depot B 28 traded 1 product B for 16$. New balance is 101, stock remaining is 28
Depot B 28 traded 1 product B for 16$. New balance is 117, stock remaining is 27
Depot B 28 traded 1 product B for 16$. New balance is 133, stock remaining is 26
Depot B 28 traded 1 product B for 16$. New balance is 149, stock remaining is 25
Depot B 28 traded 1 product B for 16$. New balance is 165, stock remaining is 24
Depot B 28 traded 1 product B for 16$. New balance is 181, stock remaining is 23
Depot B 28 traded 1 product B for 16$. New balance is 197, stock remaining is 22
Depot B 28 traded 1 product B for 16$. New balance is 213, stock remaining is 21
Depot B 28 traded 1 product B for 16$. New balance is 229, stock remaining is 20
Depot B 28 traded 1 product B for 16$. New balance is 245, stock remaining is 19
Depot B 28 traded 1 product B for 16$. New balance is 261, stock remaining is 18
Depot B 28 traded 1 product B for 16$. New balance is 277, stock remaining is 17
Depot B 28 traded 1 product B for 16$. New balance is 293, stock remaining is 16
Depot B 28 traded 1 product B for 16$. New balance is 309, stock remaining is 15
Depot B 29 traded 1 product B for 2$. New balance is 69, stock remaining is 27
Depot B 29 traded 1 product B for 2$. New balance is 71, stock remaining is 26
Depot B 29 traded 1 product B for 2$. New balance is 73, stock remaining is 25
Depot B 29 traded 1 product B for 2$. New balance is 75, stock remaining is 24
Depot B 29 traded 1 product B for 2$. New balance is 77, stock remaining is 23
Depot B 29 traded 1 product B for 2$. New balance is 79, stock remaining is 22
Depot B 29 traded 1 product B for 2$. New balance is 81, stock remaining is 21
Depot B 29 traded 1 product B for 2$. New balance is 83, stock remaining is 20
Depot B 29 traded 1 product B for 2$. New balance is 85, stock remaining is 19
Depot B 29 traded 1 product B for 2$. New balance is 87, stock remaining is 18
Depot B 29 traded 1 product B for 2$. New balance is 89, stock remaining is 17
Depot B 29 traded 1 product B for 2$. New balance is 91, stock remaining is 16
Depot B 29 traded 1 product B for 2$. New balance is 93, stock remaining is 15
Depot B 30 traded 1 product B for 18$. New balance is 87, stock remaining is 15
Depot B 31 traded 1 product B for 2$. New balance is 67, stock remaining is 16
Depot B 31 traded 1 product B for 2$. New balance is 69, stock remaining is 15
Depot B 32 traded 1 product B for 2$. New balance is 76, stock remaining is 17
Depot B 32 traded 1 product B for 2$. New balance is 78, stock remaining is 16
Depot B 32 traded 1 product B for 2$. New balance is 80, stock remaining is 15
Depot B 33 traded 1 product B for 2$. New balance is 64, stock remaining is 17
Depot B 33 traded 1 product B for 2$. New balance is 66, stock remaining is 16
Depot B 33 traded 1 product B for 2$. New balance is 68, stock remaining is 15
Depot B 34 traded 1 product B for 10$. New balance is 107, stock remaining is 16
Depot B 34 traded 1 product B for 10$. New balance is 117, stock remaining is 15
Depot B 36 traded 1 product B for 16$. New balance is 66, stock remaining is 29
Depot B 36 traded 1 product B for 16$. New balance is 82, stock remaining is 28
Depot B 36 traded 1 product B for 16$. New balance is 98, stock remaining is 27
Depot B 36 traded 1 product B for 16$. New balance is 114, stock remaining is 26
Depot B 36 traded 1 product B for 16$. New balance is 130, stock remaining is 25
Depot B 36 traded 1 product B for 16$. New balance is 146, stock remaining is 24
Depot B 36 traded 1 product B for 16$. New balance is 162, stock remaining is 23
Depot B 36 traded 1 product B for 16$. New balance is 178, stock remaining is 22
Depot B 36 traded 1 product B for 16$. New balance is 194, stock remaining is 21
Depot B 36 traded 1 product B for 16$. New balance is 210, stock remaining is 20
Depot B 36 traded 1 product B for 16$. New balance is 226, stock remaining is 19
Depot B 36 traded 1 product B for 16$. New balance is 242, stock remaining is 18
Depot B 36 traded 1 product B for 16$. New balance is 258, stock remaining is 17
Depot B 36 traded 1 product B for 16$. New balance is 274, stock remaining is 16
Depot B 36 traded 1 product B for 16$. New balance is 290, stock remaining is 15
Depot B 37 traded 1 product B for 8$. New balance is 63, stock remaining is 19
Depot B 37 traded 1 product B for 8$. New balance is 71, stock remaining is 18
Depot B 37 traded 1 product B for 8$. New balance is 79, stock remaining is 17
Depot B 37 traded 1 product B for 8$. New balance is 87, stock remaining is 16
Depot B 37 traded 1 product B for 8$. New balance is 95, stock remaining is 15
Depot B 38 traded 1 product B for 20$. New balance is 109, stock remaining is 17
Depot B 38 traded 1 product B for 20$. New balance is 129, stock remaining is 16
Depot B 38 traded 1 product B for 20$. New balance is 149, stock remaining is 15
Depot B 40 traded 1 product B for 4$. New balance is 78, stock remaining is 37
Depot B 40 traded 1 product B for 4$. New balance is 82, stock remaining is 36
Depot B 40 traded 1 product B for 4$. New balance is 86, stock remaining is 35
Depot B 40 traded 1 product B for 4$. New balance is 90, stock remaining is 34
Depot B 40 traded 1 product B for 4$. New balance is 94, stock remaining is 33
Depot B 40 traded 1 product B for 4$. New balance is 98, stock remaining is 32
Depot B 40 traded 1 product B for 4$. New balance is 102, stock remaining is 31
Depot B 40 traded 1 product B for 4$. New balance is 106, stock remaining is 30
Depot B 40 traded 1 product B for 4$. New balance is 110, stock remaining is 29
Depot B 40 traded 1 product B for 4$. New balance is 114, stock remaining is 28
Depot B 40 traded 1 product B for 4$. New balance is 118, stock remaining is 27
Depot B 40 traded 1 product B for 4$. New balance is 122, stock remaining is 26
Depot B 40 traded 1 product B for 4$. New balance is 126, stock remaining is 25
Depot B 40 traded 1 product B for 4$. New balance is 130, stock remaining is 24
Depot B 40 traded 1 product B for 4$. New balance is 134, stock remaining is 23
Depot B 40 traded 1 product B for 4$. New balance is 138, stock remaining is 22
Depot B 40 traded 1 product B for 4$. New balance is 142, stock remaining is 21
Depot B 40 traded 1 product B for 4$. New balance is 146, stock remaining is 20
Depot B 40 traded 1 product B for 4$. New balance is 150, stock remaining is 19
Depot B 40 traded 1 product B for 4$. New balance is 154, stock remaining is 18
Depot B 40 traded 1 product B for 4$. New balance is 158, stock remaining is 17
Depot B 40 traded 1 product B for 4$. New balance is 162, stock remaining is 16
Depot B 40 traded 1 product B for 4$. New balance is 166, stock remaining is 15
Depot B 41 traded 1 product B for 16$. New balance is 103, stock remaining is 35
Depot B 41 traded 1 product B for 16$. New balance is 119, stock remaining is 34
Depot B 41 traded 1 product B for 16$. New balance is 135, stock remaining is 33
Depot B 41 traded 1 product B for 16$. New balance is 151, stock remaining is 32
Depot B 41 traded 1 product B for 16$. New balance is 167, stock remaining is 31
Depot B 41 traded 1 product B for 16$. New balance is 183, stock remaining is 30
Depot B 41 traded 1 product B for 16$. New balance is 199, stock remaining is 29
Depot B 41 traded 1 product B for 16$. New balance is 215, stock remaining is 28
Depot B 41 traded 1 product B for 16$. New balance is 231, stock remaining is 27
Depot B 41 traded 1 product B for 16$. New balance is 247, stock remaining is 26
Depot B 41 traded 1 product B for 16$. New balance is 263, stock remaining is 25
Depot B 41 traded 1 product B for 16$. New balance is 279, stock remaining is 24
Depot B 41 traded 1 product B for 16$. New balance is 295, stock remaining is 23
Depot B 41 traded 1 product B for 16$. New balance is 311, stock remaining is 22
Depot B 41 traded 1 product B for 16$. New balance is 327, stock remaining is 21
Depot B 41 traded 1 product B for 16$. New balance is 343, stock remaining is 20
Depot B 41 traded 1 product B for 16$. New balance is 359, stock remaining is 19
Depot B 41 traded 1 product B for 16$. New balance is 375, stock remaining is 18
Depot B 41 traded 1 product B for 16$. New balance is 391, stock remaining is 17
Depot B 41 traded 1 product B for 16$. New balance is 407, stock remaining is 16
Depot B 41 traded 1 product B for 16$. New balance is 423, stock remaining is 15
Depot B 42 traded 1 product B for 20$. New balance is 70, stock remaining is 32
Depot B 42 traded 1 product B for 20$. New balance is 90, stock remaining is 31
Depot B 42 traded 1 product B for 20$. New balance is 110, stock remaining is 30
Depot B 42 traded 1 product B for 20$. New balance is 130, stock remaining is 29
Depot B 42 traded 1 product B for 20$. New balance is 150, stock remaining is 28
Depot B 42 traded 1 product B for 20$. New balance is 170, stock remaining is 27
Depot B 42 traded 1 product B for 20$. New balance is 190, stock remaining is 26
Depot B 42 traded 1 product B for 20$. New balance is 210, stock remaining is 25
Depot B 42 traded 1 product B for 20$. New balance is 230, stock remaining is 24
Depot B 42 traded 1 product B for 20$. New balance is 250, stock remaining is 23
Depot B 42 traded 1 product B for 20$. New balance is 270, stock remaining is 22
Depot B 42 traded 1 product B for 20$. New balance is 290, stock remaining is 21
Depot B 42 traded 1 product B for 20$. New balance is 310, stock remaining is 20
Depot B 42 traded 1 product B for 20$. New balance is 330, stock remaining is 19
Depot B 42 traded 1 product B for 20$. New balance is 350, stock remaining is 18
Depot B 42 traded 1 product B for 20$. New balance is 370, stock remaining is 17
Depot B 42 traded 1 product B for 20$. New balance is 390, stock remaining is 16
Depot B 42 traded 1 product B for 20$. New balance is 410, stock remaining is 15
Depot B 43 traded 1 product B for 8$. New balance is 100, stock remaining is 34
Depot B 43 traded 1 product B for 8$. New balance is 108, stock remaining is 33
Depot B 43 traded 1 product B for 8$. New balance is 116, stock remaining is 32
Depot B 43 traded 1 product B for 8$. New balance is 124, stock remaining is 31
Depot B 43 traded 1 product B for 8$. New balance is 132, stock remaining is 30
Depot B 43 traded 1 product B for 8$. New balance is 140, stock remaining is 29
Depot B 43 traded 1 product B for 8$. New balance is 148, stock remaining is 28
Depot B 43 traded 1 product B for 8$. New balance is 156, stock remaining is 27
Depot B 43 traded 1 product B for 8$. New balance is 164, stock remaining is 26
Depot B 43 traded 1 product B for 8$. New balance is 172, stock remaining is 25
Depot B 43 traded 1 product B for 8$. New balance is 180, stock remaining is 24
Depot B 43 traded 1 product B for 8$. New balance is 188, stock remaining is 23
Depot B 43 traded 1 product B for 8$. New balance is 196, stock remaining is 22
Depot B 43 traded 1 product B for 8$. New balance is 204, stock remaining is 21
Depot B 43 traded 1 product B for 8$. New balance is 212, stock remaining is 20
Depot B 43 traded 1 product B for 8$. New balance is 220, stock remaining is 19
Depot B 43 traded 1 product B for 8$. New balance is 228, stock remaining is 18
Depot B 43 traded 1 product B for 8$. New balance is 236, stock remaining is 17
Depot B 43 traded 1 product B for 8$. New balance is 244, stock remaining is 16
Depot B 43 traded 1 product B for 8$. New balance is 252, stock remaining is 15
Depot B 45 traded 1 product B for 2$. New balance is 75, stock remaining is 21
Depot B 45 traded 1 product B for 2$. New balance is 77, stock remaining is 20
Depot B 45 traded 1 product B for 2$. New balance is 79, stock remaining is 19
Depot B 45 traded 1 product B for 2$. New balance is 81, stock remaining is 18
Depot B 45 traded 1 product B for 2$. New balance is 83, stock remaining is 17
Depot B 45 traded 1 product B for 2$. New balance is 85, stock remaining is 16
Depot B 45 traded 1 product B for 2$. New balance is 87, stock remaining is 15
Depot B 46 traded 1 product B for 12$. New balance is 81, stock remaining is 29
Depot B 46 traded 1 product B for 12$. New balance is 93, stock remaining is 28
Depot B 46 traded 1 product B for 12$. New balance is 105, stock remaining is 27
Depot B 46 traded 1 product B for 12$. New balance is 117, stock remaining is 26
Depot B 46 traded 1 product B for 12$. New balance is 129, stock remaining is 25
Depot B 46 traded 1 product B for 12$. New balance is 141, stock remaining is 24
Depot B 46 traded 1 product B for 12$. New balance is 153, stock remaining is 23
Depot B 46 traded 1 product B for 12$. New balance is 165, stock remaining is 22
Depot B 46 traded 1 product B for 12$. New balance is 177, stock remaining is 21
Depot B 46 traded 1 product B for 12$. New balance is 189, stock remaining is 20
Depot B 46 traded 1 product B for 12$. New balance is 201, stock remaining is 19
Depot B 46 traded 1 product B for 12$. New balance is 213, stock remaining is 18
Depot B 46 traded 1 product B for 12$. New balance is 225, stock remaining is 17
Depot B 46 traded 1 product B for 12$. New balance is 237, stock remaining is 16
Depot B 46 traded 1 product B for 12$. New balance is 249, stock remaining is 15
Depot B 48 traded 1 product B for 20$. New balance is 95, stock remaining is 26
Depot B 48 traded 1 product B for 20$. New balance is 115, stock remaining is 25
Depot B 48 traded 1 product B for 20$. New balance is 135, stock remaining is 24
Depot B 48 traded 1 product B for 20$. New balance is 155, stock remaining is 23
Depot B 48 traded 1 product B for 20$. New balance is 175, stock remaining is 22
Depot B 48 traded 1 product B for 20$. New balance is 195, stock remaining is 21
Depot B 48 traded 1 product B for 20$. New balance is 215, stock remaining is 20
Depot B 48 traded 1 product B for 20$. New balance is 235, stock remaining is 19
Depot B 48 traded 1 product B for 20$. New balance is 255, stock remaining is 18
Depot B 48 traded 1 product B for 20$. New balance is 275, stock remaining is 17
Depot B 48 traded 1 product B for 20$. New balance is 295, stock remaining is 16
Depot B 48 traded 1 product B for 20$. New balance is 315, stock remaining is 15
Depot B 50 traded 1 product B for 18$. New balance is 112, stock remaining is 26
Depot B 50 traded 1 product B for 18$. New balance is 130, stock remaining is 25
Depot B 50 traded 1 product B for 18$. New balance is 148, stock remaining is 24
Depot B 50 traded 1 product B for 18$. New balance is 166, stock remaining is 23
Depot B 50 traded 1 product B for 18$. New balance is 184, stock remaining is 22
Depot B 50 traded 1 product B for 18$. New balance is 202, stock remaining is 21
Depot B 50 traded 1 product B for 18$. New balance is 220, stock remaining is 20
Depot B 50 traded 1 product B for 18$. New balance is 238, stock remaining is 19
Depot B 50 traded 1 product B for 18$. New balance is 256, stock remaining is 18
Depot B 50 traded 1 product B for 18$. New balance is 274, stock remaining is 17
Depot B 50 traded 1 product B for 18$. New balance is 292, stock remaining is 16
Depot B 50 traded 1 product B for 18$. New balance is 310, stock remaining is 15
Depot C 1 traded 1 product C for 10$. New balance is 70, stock remaining is 34
Depot C 1 traded 1 product C for 10$. New balance is 80, stock remaining is 33
Depot C 1 traded 1 product C for 10$. New balance is 90, stock remaining is 32
Depot C 1 traded 1 product C for 10$. New balance is 100, stock remaining is 31
Depot C 1 traded 1 product C for 10$. New balance is 110, stock remaining is 30
Depot C 1 traded 1 product C for 10$. New balance is 120, stock remaining is 29
Depot C 1 traded 1 product C for 10$. New balance is 130, stock remaining is 28
Depot C 1 traded 1 product C for 10$. New balance is 140, stock remaining is 27
Depot C 1 traded 1 product C for 10$. New balance is 150, stock remaining is 26
Depot C 1 traded 1 product C for 10$. New balance is 160, stock remaining is 25
Depot C 1 traded 1 product C for 10$. New balance is 170, stock remaining is 24
Depot C 1 traded 1 product C for 10$. New balance is 180, stock remaining is 23
Depot C 1 traded 1 product C for 10$. New balance is 190, stock remaining is 22
Depot C 1 traded 1 product C for 10$. New balance is 200, stock remaining is 21
Depot C 1 traded 1 product C for 10$. New balance is 210, stock remaining is 20
Depot C 1 traded 1 product C for 10$. New balance is 220, stock remaining is 19
Depot C 1 traded 1 product C for 10$. New balance is 230, stock remaining is 18
Depot C 1 traded 1 product C for 10$. New balance is 240, stock remaining is 17
Depot C 1 traded 1 product C for 10$. New balance is 250, stock remaining is 16
Depot C 1 traded 1 product C for 10$. New balance is 260, stock remaining is 15
Depot C 2 traded 1 product C for 18$. New balance is 82, stock remaining is 36
Depot C 2 traded 1 product C for 18$. New balance is 100, stock remaining is 35
Depot C 2 traded 1 product C for 18$. New balance is 118, stock remaining is 34
Depot C 2 traded 1 product C for 18$. New balance is 136, stock remaining is 33
Depot C 2 traded 1 product C for 18$. New balance is 154, stock remaining is 32
